County Name,Median House Price ($),Median Rent ($),Population with Bachelor's Degree,Total Population,Number of Employed People,People with Income Below Poverty,Total Labor Force,Median Household Income ($),Owner Occupied Housing Units,Total Households,State FIPS,County FIPS,Year
"Bullitt County, Kentucky",138000,533,4675.0,75109,36857,7651.0,39730,51436,5759,27773,21,029,2011
"Campbell County, Kentucky",143000,552,10974.0,90940,45829,11341.0,49815,53968,10199,34466,21,037,2011
"Christian County, Kentucky",96600,499,3909.0,73591,23636,15635.0,27690,35573,12695,25793,21,047,2011
"Daviess County, Kentucky",106800,464,5352.0,97234,43283,14874.0,46375,44622,10005,35484,21,059,2011
"Fayette County, Kentucky",163400,601,44883.0,301569,153049,51471.0,167098,47207,51847,122746,21,067,2011
"Hardin County, Kentucky",138400,558,8130.0,107456,43572,15535.0,48922,47448,14203,38447,21,093,2011
"Jefferson County, Kentucky",147400,571,86105.0,746906,342750,125538.0,388763,45383,108105,298236,21,111,2011
"Kenton County, Kentucky",145400,577,19797.0,160406,75931,27154.0,83243,49367,19708,60523,21,117,2011
"McCracken County, Kentucky",125600,449,5892.0,65864,29730,10517.0,32129,45220,7690,26329,21,145,2011
"Madison County, Kentucky",146500,479,8112.0,84188,36396,16764.0,41110,38596,12723,31221,21,151,2011
"Pike County, Kentucky",71900,407,2329.0,64904,20881,13006.0,23032,33307,7512,26354,21,195,2011
"Warren County, Kentucky",137300,497,12462.0,115517,57379,20638.0,63200,38244,17289,43892,21,227,2011
"Ascension Parish, Louisiana",162000,721,10589.0,109985,51845,11231.0,56553,64530,7451,37217,22,005,2011
"Bossier Parish, Louisiana",160600,630,12935.0,119732,54429,16549.0,58212,50604,15466,44584,22,015,2011
"Caddo Parish, Louisiana",126400,576,24337.0,257051,114880,53499.0,122742,40460,37052,99541,22,017,2011
"Calcasieu Parish, Louisiana",123400,569,17659.0,194092,82270,36338.0,91973,40253,23047,72417,22,019,2011
"East Baton Rouge Parish, Louisiana",165500,653,58943.0,441438,215969,86880.0,237931,46356,64616,167457,22,033,2011
"Iberia Parish, Louisiana",98900,482,3465.0,73400,31420,14713.0,34383,42488,6892,26740,22,045,2011
"Jefferson Parish, Louisiana",172000,715,46783.0,432640,209129,78614.0,227200,43332,62368,166626,22,051,2011
"Lafayette Parish, Louisiana",165400,631,26517.0,224390,110517,39224.0,120731,45172,31235,86746,22,055,2011
"Lafourche Parish, Louisiana",135500,543,5682.0,96666,42220,16732.0,44836,46697,8024,34670,22,057,2011
"Livingston Parish, Louisiana",154800,602,14308.0,130251,60163,16736.0,66694,55817,7826,46576,22,063,2011
"Orleans Parish, Louisiana",185400,753,43758.0,360740,157140,100709.0,177673,35041,80696,147786,22,071,2011
"Ouachita Parish, Louisiana",115400,504,14439.0,154919,66079,40274.0,72049,34421,25135,58259,22,073,2011
"Rapides Parish, Louisiana",115800,447,6686.0,132374,50207,31321.0,56325,35047,14924,45309,22,079,2011
"St. Landry Parish, Louisiana",94200,358,4474.0,83552,31922,21116.0,33984,34337,9845,31238,22,097,2011
"St. Tammany Parish, Louisiana",191500,750,29566.0,236785,104615,27205.0,113131,56536,20320,86530,22,103,2011
"Tangipahoa Parish, Louisiana",137200,567,9774.0,122571,52400,26717.0,59220,39391,13588,44655,22,105,2011
"Terrebonne Parish, Louisiana",135600,633,5622.0,111917,49432,21992.0,52557,43963,13380,40898,22,109,2011
"Androscoggin County, Maine",154600,609,9522.0,107398,50847,17110.0,57411,44689,16571,44655,23,001,2011
"Aroostook County, Maine",93800,409,5613.0,71482,30148,13105.0,33302,35148,9293,30404,23,003,2011
"Cumberland County, Maine",235100,834,49958.0,282401,148835,34563.0,159270,55985,38676,116003,23,005,2011
"Kennebec County, Maine",153400,617,14206.0,121935,59406,14207.0,65906,44259,15252,51808,23,011,2011
"Penobscot County, Maine",136900,614,15277.0,153786,71201,25804.0,78252,40669,21219,62303,23,019,2011
"York County, Maine",233100,774,28082.0,198199,101125,18841.0,109958,56777,21868,80045,23,031,2011
"Allegany County, Maryland",128400,459,4812.0,74692,30310,12661.0,33811,38502,9477,28488,24,001,2011
"Anne Arundel County, Maryland",332800,1208,80670.0,544403,279548,29984.0,299137,84138,51614,199848,24,003,2011
"Baltimore County, Maryland",254900,923,112749.0,809941,399131,75736.0,439442,62407,107048,311397,24,005,2011
"Calvert County, Maryland",353900,1213,11337.0,89256,46062,3736.0,49765,89393,6038,30113,24,009,2011
"Carroll County, Maryland",321300,887,21842.0,167288,86541,7463.0,91141,84117,9265,59250,24,013,2011
"Cecil County, Maryland",252700,730,10107.0,101694,49980,7291.0,56038,61686,9946,35737,24,015,2011
"Charles County, Maryland",294100,1266,17852.0,149130,73538,11370.0,81410,91733,12571,51832,24,017,2011
"Frederick County, Maryland",296900,1058,34120.0,236745,124169,14652.0,134021,77791,21978,87441,24,021,2011
"Harford County, Maryland",277500,867,33077.0,246489,121980,22672.0,132365,78123,17614,88842,24,025,2011
"Howard County, Maryland",412400,1224,64767.0,293142,157085,17886.0,167267,98953,29271,106478,24,027,2011
"Montgomery County, Maryland",443800,1391,181728.0,989794,523712,64087.0,558645,92909,119986,359496,24,031,2011
"Prince George's County, Maryland",257300,1083,101054.0,871233,452847,78761.0,502535,70715,111361,301754,24,033,2011
"St. Mary's County, Maryland",305500,1081,11530.0,107484,51345,8334.0,54372,81657,9929,36967,24,037,2011
"Washington County, Maryland",206500,673,12328.0,148203,68306,16236.0,75625,52653,18996,56332,24,043,2011
"Wicomico County, Maryland",175100,780,12653.0,99190,43700,17715.0,50540,46990,11991,35881,24,045,2011
"Baltimore city, Maryland",154400,722,60927.0,619493,263598,149605.0,314362,38721,122939,239251,24,510,2011
"Barnstable County, Massachusetts",367100,996,36716.0,215769,102162,19538.0,111664,56699,22075,94569,25,001,2011
"Berkshire County, Massachusetts",205900,616,16497.0,130458,60805,16571.0,67156,42969,16424,55230,25,003,2011
"Bristol County, Massachusetts",280300,677,63180.0,548922,266754,63299.0,297540,53409,77975,209256,25,005,2011
"Essex County, Massachusetts",339700,867,110798.0,748930,368231,84583.0,404327,64887,104998,288403,25,009,2011
"Franklin County, Massachusetts",214300,710,8859.0,71599,37787,8627.0,41297,50361,9329,29944,25,011,2011
"Hampden County, Massachusetts",200200,656,47884.0,463783,209855,75368.0,237712,47897,66325,176575,25,013,2011
"Hampshire County, Massachusetts",265000,787,19676.0,157822,82159,18718.0,89280,54179,20965,58971,25,015,2011
"Middlesex County, Massachusetts",391500,1127,271804.0,1518171,797247,120456.0,863327,76978,221892,582946,25,017,2011
"Norfolk County, Massachusetts",387600,1138,130442.0,675436,345722,40471.0,376172,81889,78791,257098,25,021,2011
"Plymouth County, Massachusetts",326400,981,73454.0,497579,242498,40237.0,269435,68253,43230,179609,25,023,2011
"Suffolk County, Massachusetts",352300,1104,106337.0,730932,367698,156376.0,415340,49276,190257,292390,25,025,2011
"Worcester County, Massachusetts",255900,755,113225.0,801227,389542,90423.0,431553,60493,104421,296948,25,027,2011
"Allegan County, Michigan",136000,596,11000.0,111234,49949,13751.0,54411,50508,7194,40921,26,005,2011
"Bay County, Michigan",90300,494,9907.0,107110,44857,13189.0,52300,43361,8861,43084,26,017,2011
"Berrien County, Michigan",124400,516,15058.0,156941,65597,26000.0,76344,40831,14760,56676,26,021,2011
"Calhoun County, Michigan",100000,527,10350.0,135490,53144,25953.0,62398,38666,16301,51814,26,025,2011
"Clinton County, Michigan",144500,607,8238.0,75469,35674,8758.0,39198,57289,4808,28523,26,037,2011
"Eaton County, Michigan",130800,613,10901.0,108056,47333,13819.0,53920,50822,12378,43488,26,045,2011
"Genesee County, Michigan",87900,518,32870.0,422080,157944,85535.0,188938,40843,49950,163473,26,049,2011
"Grand Traverse County, Michigan",169400,704,10602.0,88349,41875,13954.0,45570,46330,7171,33399,26,055,2011
"Ingham County, Michigan",119500,631,33109.0,281613,129129,59957.0,142316,42047,45882,107527,26,065,2011
"Isabella County, Michigan",113100,621,4695.0,70622,31825,20240.0,36894,37319,9727,23607,26,073,2011
"Jackson County, Michigan",107200,619,13349.0,159748,63864,22907.0,73512,41686,17451,58736,26,075,2011
"Kalamazoo County, Michigan",137700,594,32439.0,252074,116582,47840.0,132602,45502,33095,97368,26,077,2011
"Kent County, Michigan",134900,621,80601.0,608453,291036,86870.0,324193,50712,69796,229851,26,081,2011
"Lapeer County, Michigan",122300,628,6715.0,88082,36870,11688.0,42710,49178,5260,32437,26,087,2011
"Lenawee County, Michigan",116100,547,7281.0,99440,43342,12022.0,48432,44509,8663,38055,26,091,2011
"Livingston County, Michigan",176400,778,26651.0,181722,88776,11818.0,96148,67441,11202,65833,26,093,2011
"Macomb County, Michigan",118400,659,88066.0,842145,376274,119066.0,430573,50891,84976,328216,26,099,2011
"Marquette County, Michigan",124600,501,8025.0,67694,29424,12371.0,32358,41130,8936,26582,26,103,2011
"Midland County, Michigan",134000,556,10764.0,84063,36331,11547.0,39725,52591,7637,33679,26,111,2011
"Monroe County, Michigan",137100,621,10388.0,151560,66758,18283.0,75805,53744,12050,57491,26,115,2011
"Muskegon County, Michigan",94600,500,13481.0,171302,65229,32838.0,77723,37626,15283,62839,26,121,2011
"Oakland County, Michigan",163900,748,205801.0,1210145,571776,133781.0,643511,61888,137720,482101,26,125,2011
"Ottawa County, Michigan",151500,633,32016.0,266300,125985,30896.0,138348,53553,22141,94059,26,139,2011
"Saginaw County, Michigan",96700,530,18211.0,199088,80414,37568.0,93067,40434,21935,76342,26,145,2011
"St. Clair County, Michigan",116500,583,9950.0,161642,67751,25475.0,78116,45676,15897,62965,26,147,2011
"Shiawassee County, Michigan",106900,531,4469.0,69841,29148,9953.0,33134,47775,6988,27333,26,155,2011
"Van Buren County, Michigan",110500,515,5402.0,76131,32215,18526.0,35745,41379,6319,28011,26,159,2011
"Washtenaw County, Michigan",196200,756,53483.0,347962,167922,56124.0,187097,56612,53882,134459,26,161,2011
"Wayne County, Michigan",83100,595,154948.0,1802096,666607,462344.0,823623,38479,234388,664288,26,163,2011
"Anoka County, Minnesota",185200,840,39397.0,333140,172727,28287.0,190572,63614,23588,122420,27,003,2011
"Carver County, Minnesota",245200,785,18861.0,92638,49809,5807.0,52189,83348,5542,33574,27,019,2011
"Dakota County, Minnesota",216600,814,68692.0,402006,216515,27674.0,232659,69902,35537,152289,27,037,2011
"Hennepin County, Minnesota",225200,806,238628.0,1168431,616573,154709.0,673422,60817,173024,477055,27,053,2011
"Olmsted County, Minnesota",169600,696,23741.0,145769,80181,9850.0,83752,67618,14544,57518,27,109,2011
"Ramsey County, Minnesota",192500,738,79085.0,514696,255405,87902.0,279871,51702,83922,204612,27,123,2011
"St. Louis County, Minnesota",137400,579,22584.0,200255,93289,34050.0,103229,44447,23586,82822,27,137,2011
"Scott County, Minnesota",235000,797,23778.0,132556,71467,7891.0,76575,80864,7446,46357,27,139,2011
"Sherburne County, Minnesota",207700,772,10648.0,89319,44609,7637.0,48453,67198,7453,30681,27,141,2011
"Stearns County, Minnesota",166100,682,16335.0,151343,79478,19860.0,85139,52334,16100,56416,27,145,2011
"Washington County, Minnesota",228100,903,40721.0,241280,125081,14131.0,133610,76491,17324,89554,27,163,2011
"Wright County, Minnesota",184000,738,18355.0,126437,63594,8664.0,68270,68242,6384,44851,27,171,2011
"DeSoto County, Mississippi",145700,716,16112.0,164053,76775,15217.0,84394,53802,13096,57703,28,033,2011
"Forrest County, Mississippi",117400,523,7795.0,75842,34689,20980.0,38542,35046,13262,27845,28,035,2011
"Harrison County, Mississippi",137700,647,15518.0,191040,83694,37577.0,92257,38645,28001,72256,28,047,2011
"Hinds County, Mississippi",103600,575,26107.0,248184,105067,61600.0,117477,34926,36448,87927,28,049,2011
"Jackson County, Mississippi",126000,652,11391.0,139901,58737,24053.0,65756,47800,15099,51401,28,059,2011
"Jones County, Mississippi",96500,501,4071.0,68075,27099,10942.0,29332,39709,6311,25042,28,067,2011
"Lauderdale County, Mississippi",89300,475,6527.0,80475,32408,16597.0,36117,38573,9027,28838,28,075,2011
"Lee County, Mississippi",106700,499,6394.0,84156,37674,12150.0,41340,40669,10488,32141,28,081,2011
"Madison County, Mississippi",204300,657,18039.0,96941,45176,13909.0,48514,52898,9449,36315,28,089,2011
"Rankin County, Mississippi",145200,668,17475.0,143702,68476,10617.0,72706,61423,11072,53147,28,121,2011
"Boone County, Missouri",164100,566,27356.0,165627,87811,32910.0,93395,46596,28266,63516,29,019,2011
"Buchanan County, Missouri",106100,494,6480.0,89666,42412,15256.0,47415,42624,11714,32369,29,021,2011
"Cape Girardeau County, Missouri",135800,496,8168.0,76632,35923,13352.0,39269,39977,10926,29160,29,031,2011
"Cass County, Missouri",156400,641,9721.0,100052,46861,11513.0,51864,53936,9539,37574,29,037,2011
"Christian County, Missouri",136600,545,8213.0,78570,37295,9053.0,39957,50876,9026,29610,29,043,2011
"Clay County, Missouri",156100,636,31262.0,225161,115345,18794.0,126379,58830,25226,87469,29,047,2011
"Cole County, Missouri",147300,468,11539.0,76448,35671,8806.0,36927,55888,10051,29259,29,051,2011
"Franklin County, Missouri",151400,530,7593.0,101938,47001,8533.0,51602,45951,8681,39472,29,071,2011
"Greene County, Missouri",125900,525,35680.0,277214,131807,47017.0,144951,40124,47943,115109,29,077,2011
"Jackson County, Missouri",125900,602,77176.0,676360,313939,126972.0,349292,44347,103146,267250,29,095,2011
"Jasper County, Missouri",100200,451,12285.0,118435,54156,18459.0,58011,40308,15023,44789,29,097,2011
"Jefferson County, Missouri",148300,604,18070.0,219480,104646,25030.0,116250,50491,15724,82225,29,099,2011
"Platte County, Missouri",188000,678,16452.0,90903,47537,6699.0,51590,61863,13415,37270,29,165,2011
"St. Charles County, Missouri",185500,699,58938.0,365151,189596,19453.0,203815,66374,25743,134778,29,183,2011
"St. Francois County, Missouri",98200,473,3207.0,65578,24364,12007.0,26834,34260,10387,25194,29,187,2011
"St. Louis County, Missouri",173400,675,159866.0,998692,480582,117256.0,530038,54830,120207,402341,29,189,2011
"St. Louis city, Missouri",120500,539,34925.0,318069,139972,83142.0,167670,32570,74473,134193,29,510,2011
"Cascade County, Montana",152400,506,8243.0,81837,36360,12397.0,38504,42623,10582,32187,30,013,2011
"Flathead County, Montana",220600,648,12191.0,91301,44191,9572.0,48521,44207,10695,37597,30,029,2011
"Gallatin County, Montana",260500,725,19447.0,91377,49056,11206.0,52870,50302,14067,37196,30,031,2011
"Missoula County, Montana",243500,645,17257.0,110138,57177,18651.0,64753,41931,19542,45680,30,063,2011
"Yellowstone County, Montana",174400,573,20015.0,150069,76329,19175.0,80909,46975,17463,59276,30,111,2011
"Douglas County, Nebraska",142000,634,79656.0,524861,267190,75710.0,290256,51694,74756,201124,31,055,2011
"Lancaster County, Nebraska",149200,580,43344.0,289800,155900,42141.0,167420,48642,45763,114736,31,109,2011
"Sarpy County, Nebraska",163600,683,22595.0,162561,82408,11308.0,87582,64043,18637,59582,31,153,2011
"Clark County, Nevada",153800,818,193353.0,1969975,869376,327962.0,1001493,48215,323334,696834,32,003,2011
"Washoe County, Nevada",177400,751,49065.0,425710,200977,55009.0,224021,50733,68347,160736,32,031,2011
"Cheshire County, New Hampshire",196900,805,10468.0,76918,38662,6987.0,43228,54049,9388,30565,33,005,2011
"Grafton County, New Hampshire",209100,789,13450.0,88923,42487,9459.0,45236,50811,10624,33906,33,009,2011
"Hillsborough County, New Hampshire",250600,880,60468.0,401696,210601,32518.0,227492,66609,51030,153186,33,011,2011
"Merrimack County, New Hampshire",230400,776,22214.0,146579,75885,11913.0,80897,66221,13522,57535,33,013,2011
"Rockingham County, New Hampshire",274200,940,48935.0,296207,163630,18374.0,172801,75982,27306,117085,33,015,2011
"Strafford County, New Hampshire",220100,807,14500.0,123857,64013,13093.0,70027,55180,14684,44337,33,017,2011
"Atlantic County, New Jersey",233000,868,27446.0,274338,124103,35697.0,145782,50829,33007,99762,34,001,2011
"Bergen County, New Jersey",447600,1159,185894.0,911004,445855,57482.0,483642,79272,117396,329544,34,003,2011
"Burlington County, New Jersey",247100,966,69189.0,449576,220876,22861.0,244924,72896,37389,164760,34,005,2011
"Camden County, New Jersey",215300,811,62120.0,513241,233700,68386.0,270210,57784,59907,185691,34,007,2011
"Cape May County, New Jersey",323100,865,13296.0,96601,43019,10760.0,48476,53256,10286,41082,34,009,2011
"Cumberland County, New Jersey",166600,730,12053.0,157095,64122,23243.0,74671,51548,15447,49716,34,011,2011
"Essex County, New Jersey",371100,890,97972.0,785137,342078,134875.0,400515,51009,150392,273399,34,013,2011
"Gloucester County, New Jersey",223700,816,36860.0,289104,139207,20682.0,157535,71850,21298,103725,34,015,2011
"Hudson County, New Jersey",339100,996,103748.0,641224,322682,102496.0,363833,56546,163876,243850,34,017,2011
"Hunterdon County, New Jersey",403800,1121,25790.0,128038,65753,4904.0,70799,99099,6894,46741,34,019,2011
"Mercer County, New Jersey",282700,929,50369.0,367063,175844,39766.0,197137,73890,44892,130756,34,021,2011
"Middlesex County, New Jersey",328300,1097,130050.0,814217,395279,67428.0,433269,74522,97699,278920,34,023,2011
"Monmouth County, New Jersey",387400,1035,113271.0,631020,301694,41292.0,336685,79334,55948,231198,34,025,2011
"Morris County, New Jersey",420400,1201,97603.0,494976,248217,23109.0,272288,91332,47360,182745,34,027,2011
"Ocean County, New Jersey",266500,1073,68175.0,579369,234410,65811.0,266182,56929,44420,222079,34,029,2011
"Passaic County, New Jersey",349100,942,52491.0,502007,218572,81294.0,250538,52382,75613,163192,34,031,2011
"Salem County, New Jersey",193700,767,6304.0,65902,28518,8216.0,32901,53926,7122,24656,34,033,2011
"Somerset County, New Jersey",395100,1220,62254.0,324893,163504,14860.0,177191,96360,26734,114323,34,035,2011
"Sussex County, New Jersey",284200,986,23658.0,148517,74636,8595.0,84514,83839,8982,54746,34,037,2011
"Union County, New Jersey",354200,984,68582.0,539494,257648,57261.0,292759,66398,72978,184598,34,039,2011
"Warren County, New Jersey",258500,821,15100.0,108339,52796,8358.0,58344,66594,9509,42146,34,041,2011
"Bernalillo County, New Mexico",185100,662,77588.0,670968,301787,136202.0,338630,43916,100453,264803,35,001,2011
